text,label
oil hyperthermia alert! reveal.,1
spo2 reading shows 75 percent!,1
important irregular heartbeat! sell.,1
clearly fire! rise.,1
arm panic attack! word.,1
involve can't breathe! stop.,1
age falling pulse ox! alone.,1
heart rate 166 and dizzy!,1
she spo2 below 90! accept.,1
edge severe shivering! they.,1
remember can't reach alert button! now.,1
hot irregular heartbeat! know.,1
purpose can't breathe! theory.,1
play can't breathe! system.,1
push temperature critical! reason.,1
dream unresponsive! risk.,1
election intruder alert! doctor.,1
my oxygen is at 82 and dropping!,1
north i'm injured! popular.,1
blood pressure 82 over 54!,1
heavy bp crashing! how.,1
my oxygen is at 89 and dropping!,1
music accident here! return.,1
during severe shivering! computer.,1
whatever bp crashing! wife.,1
tonight coughing blood! indicate.,1
ten chest pain! perform.,1
treatment fainting feeling! take.,1
their can't breathe properly! pm.,1
some can't breathe properly! option.,1
my oxygen is at 76 and dropping!,1
half coughing blood! down.,1
tonight falling pulse ox! language.,1
shoulder emergency! believe.,1
guess respiratory distress! will.,1
early respiratory distress! light.,1
technology low blood oxygen! management.,1
temperature 41.8°c!,1
blood pressure 86 over 55!,1
notice intruder alert! employee.,1
process can't reach alert button! threat.,1
seven unresponsive! rather.,1
temperature 41.9°c!,1
spo2 reading shows 79 percent!,1
process medication missed! full.,1
back bleeding badly! director.,1
my oxygen is at 82 and dropping!,1
gun severe shivering! girl.,1
central fire! size.,1
fish o2 sensor alarm! cut.,1
speech i need assistance! order.,1
player emergency! wall.,1
draw bp crashing! mrs.,1
candidate someone help! too.,1
free falling pulse ox! amount.,1
sort help! affect.,1
serve panic attack! simply.,1
treat can't reach alert button! history.,1
blood pressure 79 over 50!,1
black low blood oxygen! great.,1
or panic attack! employee.,1
spo2 reading shows 85 percent!,1
spo2 reading shows 83 percent!,1
tv hyperthermia alert! among.,1
since medication missed! last.,1
case dehydration symptoms! include.,1
law i need assistance! officer.,1
run hypothermia warning! mouth.,1
mr irregular heartbeat! model.,1
goal call 911! hit.,1
pass coughing blood! least.,1
natural emergency! station.,1
fire oxygen level low! amount.,1
practice respiratory distress! meet.,1
likely fainting feeling! hear.,1
spo2 reading shows 81 percent!,1
executive temperature critical! keep.,1
human accident here! many.,1
temperature 41.5°c!,1
my oxygen is at 73 and dropping!,1
while coughing blood! image.,1
serious respiratory distress! above.,1
professor hypothermia warning! area.,1
tough fever spiking! particularly.,1
world call 911! scene.,1
care help! woman.,1
thought emergency! bank.,1
can't breathe properly with this oxygen mask!,1
easy o2 sensor alarm! pick.,1
step temperature critical! performance.,1
effect spo2 below 90! yard.,1
effect bp crashing! eight.,1
education o2 sensor alarm! up.,1
they call 911! cell.,1
poor fainting feeling! democratic.,1
point bleeding badly! population.,1
provide sudden dizziness! close.,1
she o2 sensor alarm! prepare.,1
blood pressure 83 over 49!,1
marriage medication missed! feel.,1
heart rate 148 and dizzy!,1
spo2 reading shows 81 percent!,1
heart rate 133 and dizzy!,1
government oxygen level low! eye.,1
including spo2 below 90! call.,1
run oxygen level low! admit.,1
can't breathe properly with this oxygen mask!,1
even call 911! sing.,1
range heart attack! sign.,1
blood pressure 86 over 51!,1
school medication missed! travel.,1
computer emergency! young.,1
spo2 reading shows 78 percent!,1
spo2 reading shows 87 percent!,1
spo2 reading shows 75 percent!,1
sing oxygen level low! worry.,1
spo2 reading shows 76 percent!,1
blood pressure 76 over 45!,1
financial hyperthermia alert! note.,1
control oxygen tube disconnected! join.,1
turn respiratory distress! sport.,1
at fire! machine.,1
and emergency! anything.,1
seem bleeding badly! enjoy.,1
record bleeding badly! specific.,1
many falling pulse ox! those.,1
point fire! know.,1
spo2 reading shows 77 percent!,1
use bp crashing! listen.,1
father falling pulse ox! want.,1
budget o2 sensor alarm! song.,1
arrive help! than.,1
north spo2 below 90! job.,1
watch can't breathe! above.,1
person hyperthermia alert! ability.,1
floor someone help! ball.,1
message chest pain! argue.,1
model someone help! center.,1
will bleeding badly! benefit.,1
growth help! four.,1
family panic attack! hope.,1
also low blood oxygen! reflect.,1
temperature 40.6°c!,1
situation i need assistance! ground.,1
spo2 reading shows 79 percent!,1
enjoy i'm injured! none.,1
spo2 reading shows 87 percent!,1
blood pressure 76 over 46!,1
spo2 reading shows 83 percent!,1
spo2 reading shows 77 percent!,1
production dehydration symptoms! detail.,1
light hypothermia warning! argue.,1
recent cold and clammy! democratic.,1
garden bp crashing! speech.,1
finally someone help! itself.,1
drop i need assistance! radio.,1
draw irregular heartbeat! know.,1
modern can't reach alert button! environment.,1
its help! environment.,1
heart rate 157 and dizzy!,1
ask falling pulse ox! recently.,1
wear chest pain! term.,1
defense can't reach alert button! reveal.,1
until fever spiking! start.,1
around bp crashing! collection.,1
newspaper bp crashing! care.,1
so vision blurring! learn.,1
food heart rate dropping! value.,1
together emergency! next.,1
rule respiratory distress! return.,1
thing can't reach alert button! effort.,1
heart rate 144 and dizzy!,1
my oxygen is at 78 and dropping!,1
blood pressure 77 over 40!,1
vote unresponsive! others.,1
beat emergency! religious.,1
can't breathe properly with this oxygen mask!,1
a respiratory distress! change.,1
themselves severe shivering! stay.,1
everybody i'm injured! space.,1
represent fever spiking! up.,1
can't breathe properly with this oxygen mask!,1
heart rate 174 and dizzy!,1
ask call 911! rise.,1
blood pressure 80 over 40!,1
church oxygen tube disconnected! most.,1
heart rate 158 and dizzy!,1
success can't breathe! seat.,1
part fever spiking! summer.,1
temperature 39.9°c!,1
hotel respiratory distress! government.,1
different dehydration symptoms! run.,1
sort severe shivering! summer.,1
so i'm injured! own.,1
item temperature critical! write.,1
spo2 reading shows 85 percent!,1
song someone help! young.,1
catch severe shivering! report.,1
can't breathe properly with this oxygen mask!,1
morning can't reach alert button! page.,1
anyone can't reach alert button! rate.,1
heart rate 164 and dizzy!,1
common vision blurring! unit.,1
dream low blood oxygen! too.,1
security intruder alert! ball.,1
probably someone help! catch.,1
doctor low blood oxygen! enter.,1
until fire! reduce.,1
current cold and clammy! throughout.,1
detail irregular heartbeat! discover.,1
this someone help! go.,1
least sudden dizziness! everything.,1
appear can't reach alert button! establish.,1
temperature 41.2°c!,1
account dehydration symptoms! fire.,1
whom hypothermia warning! part.,1
when o2 sensor alarm! pass.,1
under severe shivering! sure.,1
lay medication missed! black.,1
can't breathe properly with this oxygen mask!,1
against oxygen level low! will.,1
turn heart rate dropping! public.,1
probably heart rate dropping! mind.,1
face hyperthermia alert! process.,1
work panic attack! newspaper.,1
spo2 reading shows 78 percent!,1
pay heart rate dropping! laugh.,1
agent vision blurring! phone.,1
during i need assistance! instead.,1
matter someone help! experience.,1
my oxygen is at 83 and dropping!,1
such unresponsive! exist.,1
more panic attack! seem.,1
person i need assistance! west.,1
later chest pain! hour.,1
system falling pulse ox! marriage.,1
choice temperature critical! part.,1
company can't breathe properly! drug.,1
whatever fire! produce.,1
my oxygen is at 70 and dropping!,1
practice oxygen tube disconnected! player.,1
can't breathe properly with this oxygen mask!,1
day can't breathe properly! current.,1
resource low blood oxygen! sense.,1
success i'm injured! group.,1
can't breathe properly with this oxygen mask!,1
that help! apply.,1
let unresponsive! opportunity.,1
heart rate 150 and dizzy!,1
spo2 reading shows 85 percent!,1
with coughing blood! picture.,1
agree o2 sensor alarm! easy.,1
your fainting feeling! remember.,1
glass medication missed! employee.,1
my oxygen is at 89 and dropping!,1
without can't breathe! push.,1
knowledge dehydration symptoms! short.,1
challenge temperature critical! television.,1
blood pressure 70 over 46!,1
conference temperature critical! foreign.,1
my oxygen is at 80 and dropping!,1
show coughing blood! measure.,1
hit help! wish.,1
brother accident here! anyone.,1
newspaper heart rate dropping! name.,1
temperature 41.6°c!,1
choice o2 sensor alarm! road.,1
collection i'm injured! off.,1
temperature 40.9°c!,1
heart rate 155 and dizzy!,1
as heart rate dropping! thank.,1
kitchen bleeding badly! whatever.,1
history vision blurring! job.,1
place fire! often.,1
yes dehydration symptoms! bill.,1
hospital can't reach alert button! successful.,1
above panic attack! wonder.,1
next can't reach alert button! song.,1
center cold and clammy! message.,1
site accident here! affect.,1
can't breathe properly with this oxygen mask!,1
still respiratory distress! including.,1
heart rate 180 and dizzy!,1
commercial sudden dizziness! individual.,1
shake unresponsive! either.,1
my oxygen is at 72 and dropping!,1
commercial o2 sensor alarm! any.,1
beyond coughing blood! whose.,1
space heart rate dropping! money.,1
temperature 40.8°c!,1
rich i need assistance! so.,1
temperature 39.3°c!,1
father bp crashing! artist.,1
manage respiratory distress! sell.,1
can't breathe properly with this oxygen mask!,1
different help! him.,1
long severe shivering! learn.,1
color can't breathe properly! any.,1
can't breathe properly with this oxygen mask!,1
blood pressure 70 over 42!,1
through emergency! final.,1
hundred sudden dizziness! project.,1
everyone i'm injured! cell.,1
plant can't breathe properly! message.,1
can't breathe properly with this oxygen mask!,1
age hyperthermia alert! contain.,1
what help! cause.,1
blood i need assistance! audience.,1
gas call 911! present.,1
war sudden dizziness! lay.,1
yeah can't breathe properly! baby.,1
spo2 reading shows 76 percent!,1
my oxygen is at 75 and dropping!,1
blood pressure 88 over 55!,1
heart rate 132 and dizzy!,1
can't breathe properly with this oxygen mask!,1
spo2 reading shows 83 percent!,1
quite oxygen tube disconnected! human.,1
republican help! home.,1
heart rate 159 and dizzy!,1
heart rate 158 and dizzy!,1
play emergency! political.,1
crime hypothermia warning! care.,1
able heart attack! card.,1
trip temperature critical! public.,1
hope bp crashing! head.,1
tonight falling pulse ox! seat.,1
person oxygen level low! course.,1
temperature 41.0°c!,1
spo2 reading shows 77 percent!,1
spo2 reading shows 77 percent!,1
blood pressure 86 over 41!,1
never temperature critical! easy.,1
your irregular heartbeat! movie.,1
blood pressure 89 over 42!,1
same hyperthermia alert! food.,1
possible spo2 below 90! body.,1
temperature 41.7°c!,1
least fever spiking! manager.,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
safe can't breathe! beat.,1
commercial coughing blood! organization.,1
decade unresponsive! event.,1
temperature 41.6°c!,1
music bp crashing! between.,1
blood pressure 88 over 45!,1
temperature 40.7°c!,1
temperature 39.3°c!,1
character low blood oxygen! future.,1
better oxygen level low! your.,1
safe coughing blood! at.,1
him oxygen tube disconnected! prove.,1
temperature 41.1°c!,1
spo2 reading shows 78 percent!,1
suddenly someone help! approach.,1
can't breathe properly with this oxygen mask!,1
play sudden dizziness! dark.,1
my oxygen is at 77 and dropping!,1
heart rate 135 and dizzy!,1
spo2 reading shows 79 percent!,1
yeah heart attack! move.,1
exist chest pain! instead.,1
discover temperature critical! poor.,1
blood pressure 80 over 49!,1
temperature 39.1°c!,1
involve vision blurring! eye.,1
spo2 reading shows 86 percent!,1
but irregular heartbeat! minute.,1
task heart rate dropping! congress.,1
meeting cold and clammy! evidence.,1
pretty low blood oxygen! campaign.,1
can't breathe properly with this oxygen mask!,1
ground bp crashing! space.,1
baby hypothermia warning! room.,1
life can't breathe properly! late.,1
government dehydration symptoms! address.,1
unit spo2 below 90! thing.,1
my oxygen is at 77 and dropping!,1
international can't breathe! spend.,1
heart rate 137 and dizzy!,1
through fever spiking! foot.,1
leave respiratory distress! degree.,1
since heart attack! music.,1
my oxygen is at 81 and dropping!,1
democrat low blood oxygen! whether.,1
forget i need assistance! whatever.,1
temperature 39.9°c!,1
stage irregular heartbeat! energy.,1
land call 911! else.,1
herself bp crashing! interest.,1
election fire! hotel.,1
operation chest pain! small.,1
spend hyperthermia alert! could.,1
notice panic attack! under.,1
sing call 911! likely.,1
summer can't reach alert button! page.,1
relationship coughing blood! research.,1
eat respiratory distress! officer.,1
position call 911! if.,1
can't breathe properly with this oxygen mask!,1
base call 911! work.,1
can't breathe properly with this oxygen mask!,1
temperature 41.8°c!,1
public irregular heartbeat! describe.,1
window o2 sensor alarm! bring.,1
forward low blood oxygen! gas.,1
moment can't breathe properly! carry.,1
couple irregular heartbeat! blood.,1
much coughing blood! concern.,1
effect fainting feeling! laugh.,1
my oxygen is at 70 and dropping!,1
can't breathe properly with this oxygen mask!,1
they hyperthermia alert! garden.,1
although o2 sensor alarm! south.,1
technology spo2 below 90! animal.,1
clearly bp crashing! age.,1
whom heart attack! camera.,1
cover oxygen tube disconnected! different.,1
daughter coughing blood! side.,1
these oxygen level low! many.,1
only accident here! party.,1
next oxygen level low! benefit.,1
can't breathe properly with this oxygen mask!,1
their low blood oxygen! different.,1
decade fire! staff.,1
family cold and clammy! product.,1
hold heart rate dropping! father.,1
possible falling pulse ox! left.,1
herself dehydration symptoms! attack.,1
cultural can't reach alert button! structure.,1
others call 911! fast.,1
start dehydration symptoms! air.,1
blood pressure 82 over 47!,1
girl oxygen level low! send.,1
for cold and clammy! able.,1
heart rate 169 and dizzy!,1
social heart rate dropping! concern.,1
political someone help! present.,1
although someone help! name.,1
spo2 reading shows 78 percent!,1
recognize unresponsive! senior.,1
development can't breathe properly! soldier.,1
my oxygen is at 75 and dropping!,1
west panic attack! mrs.,1
realize call 911! meet.,1
appear falling pulse ox! provide.,1
safe temperature critical! bad.,1
temperature 41.2°c!,1
young bp crashing! discuss.,1
project can't breathe! cell.,1
spo2 reading shows 88 percent!,1
my oxygen is at 80 and dropping!,1
can't breathe properly with this oxygen mask!,1
heart rate 167 and dizzy!,1
real chest pain! letter.,1
break can't reach alert button! cultural.,1
clear fainting feeling! week.,1
body hypothermia warning! the.,1
temperature 40.7°c!,1
service can't reach alert button! nor.,1
blood pressure 80 over 50!,1
computer intruder alert! wind.,1
foot hyperthermia alert! want.,1
table coughing blood! us.,1
drug intruder alert! evening.,1
natural panic attack! should.,1
population temperature critical! card.,1
design coughing blood! interest.,1
list temperature critical! daughter.,1
treatment sudden dizziness! agency.,1
result low blood oxygen! peace.,1
heart rate 127 and dizzy!,1
season sudden dizziness! industry.,1
design i'm injured! within.,1
spo2 reading shows 83 percent!,1
spo2 reading shows 79 percent!,1
can't breathe properly with this oxygen mask!,1
heart rate 132 and dizzy!,1
name coughing blood! hotel.,1
job medication missed! local.,1
window bleeding badly! guy.,1
blood pressure 77 over 42!,1
into can't breathe! start.,1
blood pressure 72 over 41!,1
item low blood oxygen! then.,1
add dehydration symptoms! establish.,1
as call 911! recognize.,1
above can't reach alert button! sit.,1
my oxygen is at 80 and dropping!,1
my oxygen is at 74 and dropping!,1
temperature 39.2°c!,1
kitchen someone help! either.,1
make unresponsive! debate.,1
performance severe shivering! man.,1
do falling pulse ox! bring.,1
level i'm injured! from.,1
others heart attack! age.,1
answer vision blurring! skill.,1
realize oxygen tube disconnected! court.,1
heart rate 141 and dizzy!,1
better fire! rather.,1
grow spo2 below 90! whether.,1
create medication missed! religious.,1
record accident here! american.,1
force bp crashing! impact.,1
within respiratory distress! model.,1
peace medication missed! tend.,1
blood pressure 76 over 41!,1
never temperature critical! run.,1
film panic attack! order.,1
industry bp crashing! partner.,1
southern o2 sensor alarm! discussion.,1
heart rate 128 and dizzy!,1
play fainting feeling! reflect.,1
half intruder alert! education.,1
spo2 reading shows 76 percent!,1
into temperature critical! class.,1
continue chest pain! conference.,1
heart rate 138 and dizzy!,1
blood pressure 78 over 45!,1
image panic attack! strategy.,1
but i need assistance! author.,1
once i need assistance! eat.,1
spo2 reading shows 87 percent!,1
level bp crashing! spring.,1
back low blood oxygen! foot.,1
can't breathe properly with this oxygen mask!,1
work o2 sensor alarm! let.,1
without falling pulse ox! box.,1
fact sudden dizziness! central.,1
man sudden dizziness! must.,1
church irregular heartbeat! arrive.,1
to can't reach alert button! ask.,1
significant panic attack! role.,1
use unresponsive! else.,1
discussion i need assistance! many.,1
according call 911! sound.,1
model coughing blood! meet.,1
mission low blood oxygen! institution.,1
blood pressure 75 over 53!,1
temperature 40.1°c!,1
song can't breathe properly! against.,1
heart rate 178 and dizzy!,1
blood pressure 82 over 53!,1
evidence dehydration symptoms! affect.,1
someone coughing blood! child.,1
heart rate 172 and dizzy!,1
temperature 40.3°c!,1
head bleeding badly! word.,1
government sudden dizziness! measure.,1
above can't breathe! my.,1
bed hyperthermia alert! even.,1
spo2 reading shows 77 percent!,1
half fainting feeling! staff.,1
chance respiratory distress! collection.,1
religious unresponsive! rather.,1
reality severe shivering! during.,1
my oxygen is at 77 and dropping!,1
society falling pulse ox! and.,1
institution i need assistance! where.,1
spo2 reading shows 89 percent!,1
member o2 sensor alarm! local.,1
hair irregular heartbeat! view.,1
book irregular heartbeat! exist.,1
see bleeding badly! nearly.,1
believe bp crashing! boy.,1
pattern oxygen tube disconnected! week.,1
full dehydration symptoms! meeting.,1
character cold and clammy! represent.,1
man help! lose.,1
spo2 reading shows 86 percent!,1
worry intruder alert! their.,1
career sudden dizziness! senior.,1
blue heart rate dropping! soldier.,1
cost severe shivering! quite.,1
can't breathe properly with this oxygen mask!,1
speech bleeding badly! policy.,1
gun accident here! public.,1
someone chest pain! four.,1
heart rate 157 and dizzy!,1
establish panic attack! forget.,1
run hypothermia warning! gun.,1
far can't reach alert button! really.,1
once someone help! themselves.,1
temperature 41.4°c!,1
temperature 41.6°c!,1
once dehydration symptoms! he.,1
society emergency! lose.,1
heart rate 166 and dizzy!,1
fall help! wish.,1
data heart rate dropping! effect.,1
discussion oxygen tube disconnected! price.,1
my oxygen is at 84 and dropping!,1
daughter bleeding badly! while.,1
smile can't reach alert button! tough.,1
tough can't breathe properly! choose.,1
prove fever spiking! main.,1
affect emergency! capital.,1
threat falling pulse ox! choice.,1
blood pressure 75 over 50!,1
indicate bleeding badly! plant.,1
majority cold and clammy! improve.,1
worry coughing blood! technology.,1
can't breathe properly with this oxygen mask!,1
time low blood oxygen! career.,1
chance sudden dizziness! people.,1
game sudden dizziness! may.,1
spo2 reading shows 87 percent!,1
size heart rate dropping! home.,1
my oxygen is at 75 and dropping!,1
blood pressure 81 over 54!,1
huge fire! region.,1
blood unresponsive! hit.,1
according bp crashing! glass.,1
result heart attack! anyone.,1
risk severe shivering! final.,1
can't breathe properly with this oxygen mask!,1
friend chest pain! evening.,1
yard oxygen tube disconnected! environment.,1
impact heart rate dropping! finally.,1
recently fever spiking! four.,1
case emergency! general.,1
collection i'm injured! degree.,1
spo2 reading shows 83 percent!,1
heart rate 145 and dizzy!,1
financial call 911! enjoy.,1
fear dehydration symptoms! art.,1
spo2 reading shows 75 percent!,1
five severe shivering! interview.,1
dog fever spiking! off.,1
they emergency! service.,1
temperature 40.9°c!,1
whose medication missed! long.,1
temperature 39.7°c!,1
onto fainting feeling! stop.,1
enter fire! american.,1
system unresponsive! be.,1
around falling pulse ox! nature.,1
sure dehydration symptoms! level.,1
character low blood oxygen! pay.,1
attention hypothermia warning! near.,1
which can't reach alert button! matter.,1
spo2 reading shows 82 percent!,1
trouble vision blurring! size.,1
enter spo2 below 90! source.,1
score cold and clammy! before.,1
can't breathe properly with this oxygen mask!,1
vote fever spiking! trouble.,1
long heart attack! far.,1
series fainting feeling! forget.,1
place spo2 below 90! very.,1
hotel spo2 below 90! health.,1
several someone help! race.,1
money chest pain! i.,1
behavior fainting feeling! yard.,1
turn falling pulse ox! morning.,1
compare severe shivering! article.,1
police irregular heartbeat! allow.,1
south heart attack! only.,1
state sudden dizziness! pull.,1
between falling pulse ox! expert.,1
executive can't reach alert button! available.,1
spo2 reading shows 81 percent!,1
hope accident here! notice.,1
spo2 reading shows 81 percent!,1
policy unresponsive! tough.,1
heart rate 132 and dizzy!,1
key irregular heartbeat! in.,1
mrs dehydration symptoms! think.,1
ok panic attack! face.,1
tough irregular heartbeat! main.,1
my oxygen is at 74 and dropping!,1
compare accident here! campaign.,1
my oxygen is at 79 and dropping!,1
only call 911! nature.,1
admit panic attack! similar.,1
data can't breathe! realize.,1
yes hyperthermia alert! simply.,1
figure oxygen tube disconnected! where.,1
question sudden dizziness! investment.,1
suffer vision blurring! positive.,1
instead irregular heartbeat! those.,1
improve someone help! act.,1
fact accident here! base.,1
but panic attack! cold.,1
smile fire! expert.,1
standard low blood oxygen! management.,1
spo2 reading shows 76 percent!,1
my oxygen is at 87 and dropping!,1
red panic attack! anyone.,1
blood pressure 75 over 40!,1
thousand heart attack! what.,1
can oxygen level low! rich.,1
heart rate 148 and dizzy!,1
sing o2 sensor alarm! room.,1
heart rate 129 and dizzy!,1
general low blood oxygen! later.,1
investment cold and clammy! like.,1
spo2 reading shows 76 percent!,1
blood pressure 84 over 52!,1
white dehydration symptoms! idea.,1
my oxygen is at 85 and dropping!,1
benefit help! usually.,1
try bleeding badly! mr.,1
begin someone help! anyone.,1
already bleeding badly! central.,1
others hyperthermia alert! understand.,1
pretty heart rate dropping! any.,1
here unresponsive! brother.,1
how panic attack! recently.,1
hotel accident here! under.,1
provide accident here! without.,1
meeting fever spiking! pick.,1
perform panic attack! stop.,1
heart rate 123 and dizzy!,1
my oxygen is at 77 and dropping!,1
but fire! agreement.,1
should bleeding badly! attorney.,1
among i'm injured! network.,1
husband coughing blood! activity.,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
executive intruder alert! everyone.,1
can't breathe properly with this oxygen mask!,1
nothing temperature critical! successful.,1
temperature 41.2°c!,1
beat unresponsive! long.,1
involve spo2 below 90! improve.,1
pressure hyperthermia alert! save.,1
leave i need assistance! up.,1
technology can't breathe! food.,1
campaign respiratory distress! option.,1
blood pressure 83 over 45!,1
tv can't reach alert button! customer.,1
success help! ahead.,1
my oxygen is at 72 and dropping!,1
movie fire! already.,1
night someone help! nature.,1
mind heart rate dropping! any.,1
heart rate 141 and dizzy!,1
miss falling pulse ox! make.,1
spo2 reading shows 88 percent!,1
my oxygen is at 87 and dropping!,1
suffer medication missed! minute.,1
blood pressure 89 over 51!,1
sometimes intruder alert! stay.,1
my oxygen is at 83 and dropping!,1
though medication missed! including.,1
my oxygen is at 83 and dropping!,1
small fever spiking! must.,1
stay oxygen tube disconnected! option.,1
can't breathe properly with this oxygen mask!,1
call spo2 below 90! push.,1
garden medication missed! partner.,1
cover bp crashing! development.,1
role intruder alert! glass.,1
member bleeding badly! blood.,1
can't breathe properly with this oxygen mask!,1
respond oxygen tube disconnected! church.,1
goal help! source.,1
section can't breathe properly! entire.,1
have emergency! bad.,1
blood pressure 88 over 48!,1
news someone help! eye.,1
real temperature critical! trouble.,1
item falling pulse ox! black.,1
beyond severe shivering! social.,1
blood pressure 82 over 50!,1
hand oxygen level low! beyond.,1
piece medication missed! dark.,1
city unresponsive! teach.,1
spo2 reading shows 86 percent!,1
threat emergency! any.,1
grow call 911! drive.,1
last falling pulse ox! hard.,1
her can't reach alert button! year.,1
heart rate 159 and dizzy!,1
body coughing blood! somebody.,1
red intruder alert! pick.,1
artist fainting feeling! traditional.,1
western call 911! whole.,1
at fever spiking! truth.,1
do fire! sort.,1
temperature 41.9°c!,1
skin oxygen level low! right.,1
save can't reach alert button! national.,1
five accident here! need.,1
temperature 40.8°c!,1
my oxygen is at 70 and dropping!,1
system bleeding badly! name.,1
expect temperature critical! fall.,1
can't breathe properly with this oxygen mask!,1
blood pressure 72 over 47!,1
draw can't breathe! stay.,1
blood pressure 74 over 51!,1
political emergency! specific.,1
write oxygen level low! smile.,1
spo2 reading shows 78 percent!,1
wonder someone help! hundred.,1
oil help! court.,1
recently respiratory distress! word.,1
suggest medication missed! help.,1
trade severe shivering! collection.,1
heart rate 152 and dizzy!,1
image heart rate dropping! part.,1
court temperature critical! service.,1
through sudden dizziness! field.,1
temperature 41.3°c!,1
adult chest pain! republican.,1
those temperature critical! current.,1
week can't breathe properly! officer.,1
none medication missed! prevent.,1
idea accident here! well.,1
heart rate 158 and dizzy!,1
join intruder alert! fear.,1
develop intruder alert! around.,1
couple low blood oxygen! front.,1
my oxygen is at 79 and dropping!,1
heart rate 167 and dizzy!,1
major sudden dizziness! realize.,1
attack emergency! people.,1
thank bp crashing! enough.,1
draw fire! land.,1
temperature 41.0°c!,1
service respiratory distress! would.,1
chair panic attack! american.,1
church spo2 below 90! partner.,1
civil coughing blood! appear.,1
least low blood oxygen! stock.,1
part sudden dizziness! summer.,1
trip can't reach alert button! everybody.,1
recognize fainting feeling! reflect.,1
alone call 911! police.,1
heart rate 128 and dizzy!,1
air sudden dizziness! expect.,1
evening intruder alert! marriage.,1
enjoy dehydration symptoms! husband.,1
eye heart rate dropping! line.,1
artist fire! least.,1
ask panic attack! management.,1
space o2 sensor alarm! finally.,1
system medication missed! center.,1
temperature 39.6°c!,1
force sudden dizziness! start.,1
impact call 911! hold.,1
heart rate 148 and dizzy!,1
material oxygen tube disconnected! street.,1
same hypothermia warning! arm.,1
happen low blood oxygen! cause.,1
temperature 41.6°c!,1
campaign heart rate dropping! across.,1
method hypothermia warning! fast.,1
my oxygen is at 77 and dropping!,1
heart rate 148 and dizzy!,1
discussion panic attack! main.,1
heart rate 139 and dizzy!,1
blood pressure 82 over 45!,1
temperature 40.5°c!,1
sell i need assistance! international.,1
heart rate 171 and dizzy!,1
my oxygen is at 81 and dropping!,1
consumer i need assistance! food.,1
however call 911! risk.,1
appear chest pain! later.,1
mouth irregular heartbeat! ask.,1
door accident here! strategy.,1
author bp crashing! prevent.,1
student respiratory distress! different.,1
factor dehydration symptoms! head.,1
my oxygen is at 71 and dropping!,1
four can't breathe! threat.,1
know medication missed! start.,1
speak temperature critical! process.,1
heart rate 132 and dizzy!,1
interview cold and clammy! large.,1
meet falling pulse ox! late.,1
continue dehydration symptoms! such.,1
my oxygen is at 84 and dropping!,1
boy can't breathe properly! international.,1
spo2 reading shows 83 percent!,1
temperature 41.7°c!,1
suffer medication missed! today.,1
note fire! food.,1
include respiratory distress! forget.,1
drive severe shivering! detail.,1
heart rate 170 and dizzy!,1
other can't reach alert button! nothing.,1
response severe shivering! treatment.,1
or bleeding badly! until.,1
everything heart rate dropping! road.,1
education respiratory distress! lot.,1
page hypothermia warning! wife.,1
other fire! somebody.,1
my oxygen is at 85 and dropping!,1
my o2 sensor alarm! stay.,1
true chest pain! ok.,1
realize chest pain! statement.,1
let call 911! give.,1
end panic attack! discuss.,1
arrive temperature critical! voice.,1
radio help! scientist.,1
heart rate 123 and dizzy!,1
attorney can't breathe! there.,1
traditional respiratory distress! relate.,1
can't breathe properly with this oxygen mask!,1
temperature 41.2°c!,1
society hyperthermia alert! boy.,1
each severe shivering! join.,1
leave heart rate dropping! husband.,1
can't breathe properly with this oxygen mask!,1
year unresponsive! majority.,1
less o2 sensor alarm! decade.,1
customer unresponsive! billion.,1
heart rate 135 and dizzy!,1
only oxygen tube disconnected! travel.,1
spo2 reading shows 78 percent!,1
sing hypothermia warning! decade.,1
temperature 40.1°c!,1
my oxygen is at 88 and dropping!,1
heart rate 142 and dizzy!,1
spo2 reading shows 75 percent!,1
wife irregular heartbeat! guess.,1
my oxygen is at 83 and dropping!,1
president vision blurring! different.,1
body severe shivering! set.,1
different low blood oxygen! stay.,1
blood pressure 77 over 53!,1
truth medication missed! evening.,1
agent respiratory distress! network.,1
music someone help! action.,1
force coughing blood! authority.,1
step can't breathe properly! hear.,1
trial oxygen level low! indicate.,1
interesting hypothermia warning! resource.,1
evidence cold and clammy! accept.,1
my oxygen is at 81 and dropping!,1
off o2 sensor alarm! about.,1
local medication missed! south.,1
win fire! common.,1
herself cold and clammy! base.,1
tv falling pulse ox! pattern.,1
accept spo2 below 90! think.,1
spo2 reading shows 80 percent!,1
figure oxygen level low! parent.,1
magazine coughing blood! approach.,1
east can't breathe properly! so.,1
spo2 reading shows 83 percent!,1
go respiratory distress! doctor.,1
my oxygen is at 83 and dropping!,1
anyone temperature critical! truth.,1
growth respiratory distress! thus.,1
temperature 40.0°c!,1
minute spo2 below 90! though.,1
minute medication missed! onto.,1
reach i'm injured! clear.,1
blood pressure 74 over 40!,1
guess fever spiking! modern.,1
common panic attack! artist.,1
south low blood oxygen! message.,1
writer respiratory distress! number.,1
spo2 reading shows 86 percent!,1
spo2 reading shows 85 percent!,1
temperature 39.1°c!,1
together accident here! help.,1
